date,arxiv_num,title,authors,categories,comments,abstract,networked,multi agent reinforcement learning ,sampling,keyword count
arXiv:2504.13701,\\,Inverse Inference on Cooperative Control of Networked Dynamical Syst=ems,"Yushan Li, Jianping He, and Dimos V. Dimarogonas",eess.SY cs.MA cs.SY,14 pages ,"\\ ( <a href=3D""https://urldefense.us/v3/__https://arxiv.org/abs/2504.13701= __;!!G_uCfscf7eWS!YMWDroMEDFpqb5pjijmESbKK5qNzeNuwrQtNBxcPRj4Zc1TFIUr4qyJDt= qnIGae3ipOu1qrqPv5KUdrJgKA$"">https://urldefense.us/v3/__https://arxiv.org/a= bs/2504.13701__;!!G_uCfscf7eWS!YMWDroMEDFpqb5pjijmESbKK5qNzeNuwrQtNBxcPRj4Z= c1TFIUr4qyJDtqnIGae3ipOu1qrqPv5KUdrJgKA$</a> ,  1392kb) ---------------------------------------------------------------------------=  ",1.0,0.0,0.0,1
