date,arxiv_num,title,authors,categories,comments,abstract,networked,multi agent reinforcement learning ,sampling,keyword count
arXiv:2504.06439,\\,Graph Neural Network-Based Distributed Optimal Control for Linear  Networked Systems: An Online Distributed Training Approach,"Zihao Song, Shirantha Welikala, Panos J. Antsaklis and Hai Lin",eess.SY cs.LG cs.SY,"9 pages, 4 figures ","\\ ( <a href=3D""https://urldefense.us/v3/__https://arxiv.org/abs/2504.06439= __;!!G_uCfscf7eWS!ciUKqh37PUNTjAxN3IgSMcIZofZl-78dBbb_IzfB2igJnFZVOmQiYyAie= HcR3srYmg5qPLLGIwrVGLwv1L0$"">https://urldefense.us/v3/__https://arxiv.org/a= bs/2504.06439__;!!G_uCfscf7eWS!ciUKqh37PUNTjAxN3IgSMcIZofZl-78dBbb_IzfB2igJ= nFZVOmQiYyAieHcR3srYmg5qPLLGIwrVGLwv1L0$</a> ,  941kb) ---------------------------------------------------------------------------=  ",1.0,0.0,0.0,1
